income_am,profit_last_am,profit_am,damage_am,damage_inc,crd_lim_rec,cab_requests,married_cd,bar_no,age,client_segment,sect_empl,fam_adult_size,children_no,tenure_mts,tenure_yrs,claims_no,claims_am,nights_booked,shop_am,outcome_profit,outcome_damage_amount,score_pos,score_neg,male,female,cash/debitcard_use,creditcard_use,gluten_tolerant,gluten_intolerant,lactose_tolerant,lactose_intolerant,not_insured,insured,no_spa,spa,no_empl,empl,no_sport,sport,no_marketing_perm,marketing_perm,no_dining,dining,no_presidential,yes_presidential,no_prev_stay,perv_stay,no_prev_all_in_stay,yes_prev_all_in_stay,no_divorce,yes_divorce,no_company_card,company_card,no_shop_use,yes_shop_use,not_retired,yes_retired,no_gold_status,yes_gold_status,no_outcome_damage,outcome_damage
7177.0,2887.0,3770.0,0.0,0,15000.0,11,1,11,53,2,1,2,0,167,14,0,0.0,19,0.0,1761.14,483.05,0.24954895853485587,0.5065045903490875,0,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
3240.0,1212.0,2750.0,2762.0,6,12000.0,10,1,9,53,2,0,2,1,221,40,0,0.0,13,0.0,2109.04,1046.7,0.21754129755853557,0.5882312875773754,0,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
489.0,49.0,1870.0,0.0,0,3500.0,2,1,2,75,1,0,1,0,68,27,0,0.0,39,0.0,1530.76,0.0,0.7571750684911346,0.886477826526193,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
1148.0,79.0,1878.0,0.0,0,5500.0,5,1,5,50,1,0,3,0,94,29,0,0.0,86,0.0,1694.48,0.0,0.6934645585355333,0.5624286535416286,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1480.0,0.0,3819.0,0.0,0,0.0,7,0,0,79,2,0,1,0,243,20,0,0.0,3,0.0,2852.01,0.0,0.5890252527640849,0.2359334569501702,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
257.0,0.0,9757.0,1884.0,4,0.0,5,1,5,46,1,0,2,0,14,23,2,0.0,4,0.0,3692.95,400.19,0.36869491897797624,0.39220947306270837,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
980.0,280.0,1814.0,0.0,0,750.0,6,1,5,22,1,0,1,0,254,21,0,0.0,3,0.0,1953.79,0.0,0.8195863519331992,0.5504583346728151,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
577.0,128.0,1690.0,1075.0,3,6000.0,3,1,4,31,1,1,3,2,161,35,0,0.0,58,0.0,2822.35,898.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
227.0,0.0,1620.0,0.0,0,0.0,6,1,7,27,0,0,2,0,17,22,0,0.0,4,0.0,1344.72,298.15,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
227.0,810.0,1620.0,0.0,0,0.0,4,1,5,61,1,0,1,1,94,29,0,0.0,4,0.0,1410.55,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
227.0,0.0,1620.0,0.0,0,0.0,8,0,2,83,1,0,1,0,242,20,0,0.0,4,0.0,1324.4,0.0,0.6614450621700233,0.5251092756927315,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
1814.0,246.0,2610.0,0.0,2,11000.0,8,1,7,40,2,0,3,3,34,46,0,0.0,44,3667.808726446357,1567.26,0.0,0.4316468632777927,0.8552220620897341,0,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1637.0,479.0,2935.0,0.0,0,5000.0,3,1,22,25,1,0,2,0,86,29,0,0.0,61,1033.9096987197304,1130.12,0.0,0.7662072148054311,0.6716292649956552,0,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
682.0,148.0,1716.0,0.0,0,750.0,4,1,2,18,1,0,1,0,227,19,0,0.0,3,0.0,2042.24,0.0,0.36830042099559424,0.663522302943402,0,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
227.0,1562.0,3124.0,849.0,2,14000.0,2,1,7,37,1,0,3,1,242,42,2,1810.0,4,0.0,2805.15,0.0,0.31076824124489816,0.3291623659294712,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
876.0,0.0,2200.0,0.0,0,0.0,8,1,5,31,1,0,2,0,139,33,0,0.0,4,3198.559810472969,2271.39,0.0,0.40607603002104536,0.2568948311844729,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
227.0,0.0,1620.0,0.0,0,0.0,0,1,3,78,2,0,1,0,136,33,0,0.0,31,0.0,1055.05,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
4221.0,1438.0,1877.0,0.0,0,0.0,3,1,9,38,1,0,2,0,4,0,0,0.0,3,0.0,2125.52,0.0,0.0,0.0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
778.0,57.0,2650.0,0.0,0,0.0,3,0,7,62,2,0,1,0,124,10,0,0.0,4,0.0,2015.78,0.0,0.23467182971280073,0.1451291758023422,0,1,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
229.0,810.5,1621.0,0.0,0,0.0,5,1,6,54,1,0,2,0,27,24,0,0.0,4,0.0,2404.4,0.0,0.0,0.0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
227.0,0.0,1620.0,0.0,0,0.0,6,0,7,54,1,0,3,0,219,40,1,1682.0,4,0.0,1508.8,1236.95,0.9801064141831358,0.9607553700336507,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
979.0,0.0,2258.0,0.0,0,0.0,6,1,0,49,2,0,3,1,61,26,0,0.0,3,3431.903927464492,3512.52,0.0,0.0,0.0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
229.0,0.0,1645.0,0.0,0,0.0,5,1,2,51,1,0,2,0,168,14,0,0.0,4,0.0,949.05,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
227.0,0.0,1620.0,0.0,0,0.0,7,1,5,26,1,0,1,0,183,15,0,0.0,1,0.0,2549.75,0.0,0.2127937093420384,0.25782385309860245,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
227.0,0.0,1620.0,0.0,0,0.0,10,1,4,53,0,0,2,0,17,22,0,0.0,4,0.0,1022.26,369.62,0.0,0.6388451242929628,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
227.0,0.0,1620.0,0.0,0,0.0,11,1,5,46,1,0,2,0,113,31,0,0.0,13,0.0,1841.01,0.0,0.3818630268009064,0.8316438922439701,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
227.0,0.0,1952.0,0.0,0,0.0,7,1,0,32,1,0,2,0,17,22,0,0.0,1,0.0,3863.28,0.0,0.0,0.1808604816539877,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2783.0,399.0,3047.0,0.0,0,4000.0,8,1,7,69,2,0,1,0,147,55,1,0.0,73,0.0,979.61,985.93,0.5336678018343951,0.7746298087688038,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
556.0,93.0,1721.0,0.0,0,2500.0,7,0,4,75,1,0,1,0,94,29,0,0.0,34,0.0,1319.23,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
951.0,304.0,1737.0,0.0,0,0.0,11,1,6,66,1,0,1,0,93,29,0,0.0,3,0.0,1450.13,1015.59,0.4248978568068275,0.4035102644518476,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
238.0,3.0,1626.0,0.0,0,0.0,6,1,4,48,1,0,1,0,74,6,0,0.0,3,0.0,1784.74,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
227.0,0.0,1620.0,0.0,0,0.0,8,1,3,30,0,0,1,0,1,0,0,0.0,4,0.0,1017.69,0.0,0.4868812773835065,0.5881972543023244,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
3259.0,1210.0,2189.0,0.0,0,0.0,5,0,1,56,1,0,1,0,68,27,0,0.0,41,0.0,736.93,0.0,0.669596151942825,0.2290578330540725,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
405.0,0.0,1632.0,0.0,0,750.0,10,1,2,20,1,0,1,0,7,1,0,0.0,1,0.0,1502.51,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
3675.0,3922.5,7845.0,0.0,0,1500.0,1,0,2,69,2,0,1,0,159,56,0,0.0,54,0.0,780.85,0.0,0.2505638341262305,0.0088590931567629,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
3469.0,0.0,7350.0,344.0,1,8000.0,14,1,19,38,2,1,3,3,248,42,0,0.0,47,924.7958185525432,2105.81,1078.73,0.8487956348838654,0.45558057578857747,1,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
12464.0,3566.0,7793.0,0.0,0,0.0,6,1,4,42,3,0,2,0,59,5,0,0.0,2,0.0,4442.22,0.0,0.0,0.0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
353.0,17.0,3027.0,0.0,0,7000.0,4,1,36,28,1,0,2,0,31,3,0,0.0,76,0.0,575.65,596.86,0.0,0.0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1448.0,983.5,1967.0,0.0,0,3500.0,5,1,6,22,1,0,2,0,32,24,0,0.0,44,0.0,1278.59,0.0,0.2552021957580469,0.8610265562975853,0,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
227.0,0.0,1620.0,0.0,0,0.0,7,1,2,40,1,0,3,0,242,42,0,0.0,2,0.0,2790.11,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
4294.0,3438.0,3438.0,0.0,0,0.0,8,1,6,41,2,0,2,0,49,25,0,0.0,25,0.0,689.5,690.26,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
2770.0,237.0,3076.0,0.0,0,6000.0,5,1,8,44,2,1,3,3,51,47,0,0.0,107,1042.6615106937586,1728.12,700.1,0.444883094975451,0.3760210659803685,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
227.0,810.0,1620.0,0.0,0,0.0,2,1,8,18,1,0,1,0,145,12,0,0.0,3,0.0,2118.35,0.0,0.0,0.0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
269.0,17.0,1649.0,0.0,0,750.0,8,1,8,18,1,0,1,0,51,4,0,0.0,4,0.0,994.0,1502.15,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
3296.0,532.0,17812.0,189.0,1,0.0,7,1,1,46,1,4,3,1,75,49,0,0.0,93,0.0,1993.89,0.0,0.0,0.0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
469.0,0.0,4606.0,0.0,0,12000.0,8,1,21,37,1,0,2,0,99,30,2,0.0,45,0.0,711.44,517.58,0.5615936257759331,0.1416893714872594,0,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1963.0,654.0,1917.0,0.0,0,4000.0,8,1,7,25,1,0,2,0,103,9,0,0.0,29,0.0,1258.3,1361.52,0.7661143877340567,0.6029325680483073,1,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
504.0,0.0,1713.0,0.0,0,3000.0,6,0,7,38,1,0,2,1,159,35,0,0.0,13,0.0,1316.06,566.56,0.0,0.0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
